,locus_tag,old_locus_tag,OctoberProduct,SAdLSApdb,SAdLSApreTMS,SAdLSApreTMS2,SAdLSApdbDescription,pfamID,pfamPreTMS,pfamPreTMS2,pfamDescription,hhblitsID,hhblitsProb,hhblitsDescription
WP_010940178.1,DVU_RS13680,DVU2918,hypothetical,5B7J_A,0.3894,0.3221,"Switch-activating protein 1/DNA Complex; protein, DNA, interaction, complex, DNA; NMR {Schizosaccharomyces pombe (strain 972 / ATCC 24843)}",PF16681.6,0.4617,0.4465,Ig_5 ; Ig-like domain on T-cell surface glycoprotein CD3 epsilon chain,2LWA_A,26.08,"Hemagglutinin Fusion Peptide G8A mutant; influenza virus, hemagglutinin, fusion peptide; NMR {Influenza A virus}"
WP_150100223.1,DVU_RS13750,NULL,hypothetical,4S23_A,0.5460,0.1248,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (E.C.1.17.7.1); TIM barrel, alpha/beta fold, OXIDOREDUCTASE; HET: SF4, MES, H6P; 1.65A {Thermus thermophilus}",PF17820.2,0.5559,0.6409,PDZ_6 ; PDZ domain,5IA8_A,17.99,"Ubiquitin-like modifier-activating enzyme 5,Ubiquitin-fold modifier; Ubiquitin like protein, cell cycle; 2.0A {Homo sapiens}"
WP_010940198.1,DVU_RS13800,DVU2938,homocysteine biosynthesis protein,4BKW_A,0.4084,0.3382,"ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN; RECEPTOR, PROTEIN INTERACTION DOMAIN, TGF-BETA; HET: EDO, PG4; 2.53A {HOMO SAPIENS}",PF01837.17,0.9066,0.9867,"HcyBio ; Homocysteine biosynthesis enzyme, sulfur-incorporation",5Z2I_B,31.40,Dictyostelium discoideum mitochondrial calcium uniporter; METAL TRANSPORT; HET: MSE; 2.141A {Dictyostelium discoideum}
WP_014524588.1,DVU_RS13830,DVU2945,hypothetical,5DXH_D,0.4575,0.1748,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit; lipid kinase, Transferase-Transferase Inhibitor complex; HET: 5H2; 3.0A {Homo sapiens}",PF09544.11,0.4646,0.4825,DUF2381 ; Protein of unknown function (DUF2381),6H9N_B,89.43,"Cell division protein FtsQ, Cell; bacterial cell division, divisome, CELL; 2.6A {Escherichia coli K-12}"
WP_010940206.1,DVU_RS13835,DVU2946,hypothetical,6GV8_A,0.5610,0.3356,"Hyperosmolarity resistance protein Emb; EMBP, Staphylococcus epidermidis, FG-repeat, CELL; 1.394A {Staphylococcus epidermidis}",PF15146.7,0.5298,0.1460,FANCAA ; Fanconi anemia-associated,1GCM_C,78.14,"GCN4P-II; HYDROPHOBIC CORE MUTANT, TRANSCRIPTION REGULATION; 1.8A {Saccharomyces cerevisiae} SCOP: h.1.3.1"
WP_010940218.1,DVU_RS13900,DVU2959,hypothetical,2FJC_B,0.5283,0.4862,"Antigen TpF1; Mini ferritin, iron binding protein; HET: FE; 2.5A {Treponema pallidum} SCOP: a.25.1.1",PF07843.12,0.6499,0.8000,DUF1634 ; Protein of unknown function (DUF1634),5V2C_Z,10.24,"Photosystem II protein D1 (E.C.1.10.3.9); ELECTRON TRANSPORT, PHOTOSYNTHESIS; HET: CLA, BCR, LMT, 2PE, HEM, MHS, SQD, DGD, PGE, PG4, LMG, 1PE, FME, LHG, BCT, P6G, GOL, OEX, HTG, PL9, PHO, EDO; 1.9A {Thermosynechococcus vulcanus}"
WP_010940220.1,DVU_RS13910,DVU2961,hypothetical,1O13_A,0.8248,0.7116,"probable NifB protein that is; Ribonuclease h-like motif fold, structural; 1.83A {Thermotoga maritima} SCOP: c.55.5.1",PF09582.11,0.7427,0.4722,AnfO_nitrog ; Iron only nitrogenase protein AnfO (AnfO_nitrog),2QTD_A,99.86,"Uncharacterized protein MJ0327; Ribonuclease h-like motif fold, iron-molybdenum; HET: PG4; 1.7A {Methanocaldococcus jannaschii DSM 2661}"
WP_010940223.1,DVU_RS13925,DVU2964,hypothetical,5IDJ_A,0.8183,0.7454,"Cell cycle histidine kinase CckA; bifunctional, histidine kinase, phosphatase, transferase; HET: ADP; 3.01A {Caulobacter vibrioides}",PF06152.12,0.4517,0.3166,Phage_min_cap2 ; Phage minor capsid protein 2,6DK7_B,99.74,"RetS (Regulator of Exopolysaccharide and; Histidine kinase, Inhibitor, Signaling protein; HET: CO; 2.6A {Pseudomonas aeruginosa}"
WP_010940224.1,DVU_RS13930,DVU2965,hypothetical,2E2E_B,0.5931,0.3894,"Formate-dependent nitrite reductase complex nrfG; TPR, cytochrome c biogenesis, O157:H7; HET: IMD; 2.05A {Escherichia coli}",PF12921.8,0.5415,0.5169,ATP13 ; Mitochondrial ATPase expression,1NA3_B,86.58,"designed protein CTPR2; design, TPR, DE NOVO PROTEIN; HET: IPT; 1.55A {unidentified} SCOP: k.38.1.1"
WP_010940233.1,DVU_RS13975,DVU2974,hypothetical,7K6B_A,0.3921,0.2530,"Isoform 15 of Dysferlin; membrane repair, calcium-binding, beta-sandwich, MEMBRANE; NMR {Homo sapiens}",PF13895.7,0.4144,0.3690,Ig_2 ; Immunoglobulin domain,6KGX_e3,69.66,"Phycoerythrin alpha subunit, B-phycoerythrin beta; phycobilisome, Complex, PHOTOSYNTHESIS; HET: MEN, PEB, PUB, CYC; 2.8A {Porphyridium purpureum}"
WP_164928139.1,DVU_RS13990,DVU2977,hypothetical,2A26_A,0.5609,0.5315,"Calcyclin-binding protein; helical hairpin, dimerization, APOPTOSIS; HET: CXS; 1.2A {Homo sapiens} SCOP: a.2.16.1",PF01803.17,0.5483,0.1533,LIM_bind ; LIM-domain binding protein,6QIO_D,45.11,"Serum albumin, IgG receptor FcRn; complex, albumin binding, long-acting growth; HET: MES, CYS, JG5; 1.95A {Homo sapiens}"
WP_014524594.1,DVU_RS14060,DVU2991,hypothetical,6IWR_E,0.7324,0.3837,"N-acetylgalactosaminyltransferase 7 (E.C.2.4.1.-); Polypeptide N Acetylgalactosaminyltransferase Activity, Transferring; HET: UD2, NAG, UDP; 2.604A {Homo sapiens}",PF10111.10,0.7018,0.7082,Glyco_tranf_2_2 ; Glycosyltransferase like family 2,5HEA_B,99.89,"Putative glycosyltransferase (GalT1); Glycosyltransferase, helix binding domain, TRANSFERASE; 2.003A {Streptococcus parasanguinis FW213}"
WP_014524596.1,DVU_RS14095,DVU2998,hypothetical,3HTX_A,0.5785,0.3156,"HEN1; HEN1, small RNA methyltransferase, protein-RNA; HET: SAH; 3.1A {Arabidopsis thaliana}",PF14314.7,0.5233,0.3802,Methyltrans_Mon ; Virus-capping methyltransferase,6DUB_A,98.81,"Alpha N-terminal protein methyltransferase 1B; methyltransferase, Structural Genomics, Structural Genomics; HET: UNX, GOL, SAH, 5JP; 1.2A {Homo sapiens}"
WP_010940259.1,DVU_RS14105,DVU3000,hypothetical,4NES_A,0.7853,0.8265,"UDP-N-acetylglucosamine 2-epimerase (E.C.5.1.3.14); UDP-glycosyltransferase/glycogen phosphorylase fold, UDP-GlcNAc 2-epimerase; HET: UD1, UDP, MSE; 1.42A {Methanocaldococcus jannaschii}",PF04007.13,0.7448,0.8595,DUF354 ; Protein of unknown function (DUF354),6D9T_A,99.87,"Glycosyl transferase (E.C.2.4.1.57); Bacillithiol, Glycosyltransferase, UDP-N-acetylglucosamine, GT-B, BIOSYNTHETIC; HET: UDP; 2.0A {Staphylococcus aureus}"
WP_014524598.1,DVU_RS14165,DVU3012,hypothetical,5OGL_A,0.6758,0.6022,"Peptide-binding protein, Substrate mimicking peptide; Oligosaccharyltransferase, Complex, Protein N-glycosylation, Bacteria; HET: 9UB, PPN; 2.7A {Campylobacter lari (strain RM2100 / D67 / ATCC BAA-1060)}",PF07220.12,0.6646,0.6219,DUF1420 ; Protein of unknown function (DUF1420),5EZM_A,99.62,"4-amino-4-deoxy-L-arabinose (L-Ara4N) transferase; membrane protein, lipid glycosyltransferase, zinc; HET: EPE, PC, PO4, MPG, DSL; 2.7A {Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34)}"
WP_010940279.1,DVU_RS14205,DVU3020,hypothetical,2Y1B_A,0.6608,0.6352,"PUTATIVE OUTER MEMBRANE PROTEIN, SIGNAL; MEMBRANE PROTEIN, RCS, PHOSPHORELAY, MUCOIDITY; HET: I3C; 2.0A {ESCHERICHIA COLI}",PF16358.6,0.6108,0.6677,RcsF ; RcsF lipoprotein,1VR4_D,99.65,"hypothetical protein APC22750; Structural Genomics, Pentamer, Hypothetical Protein; 2.09A {Bacillus cereus} SCOP: d.230.5.1"
WP_010940302.1,DVU_RS14305,DVU3043,hypothetical,6U4B_A,0.6625,0.4065,"WbbM protein; Glycsoyltransferase, bifunctional, trimeric, WbbM, DUF4422; 2.1A {Klebsiella pneumoniae}",PF18404.2,0.6022,0.7462,Glyco_transf_24 ; Glucosyltransferase 24,3TZT_A,99.17,"Glycosyl transferase family 8; Structural Genomics, PSI-Biology, Midwest Center; HET: CIT, EDO; 2.1A {Anaerococcus prevotii}"
WP_010940303.1,DVU_RS14310,DVU3044,hypothetical,4QN4_A,0.3982,0.3336,"Neuraminidase; 6-BLADED BETA-PROPELLER, HYDROLASE, CALCIUM BINDING; HET: MPD, BMA, MAN, GOL, NAG; 1.8A {Influenza A virus (A/chicken/Nanchang/7-010/2000(H3N6))}",PF06219.13,0.3570,0.2847,DUF1005 ; Protein of unknown function (DUF1005),2MN5_A,12.11,"entity; Antibiotic and Antimicrobial protein, ANTIMICROBIAL; NMR {Coprinopsis cinerea}"
WP_010940332.1,DVU_RS14450,DVU3073,hypothetical,4ATN_A,0.7775,0.6432,"RIBOSOMAL RNA LARGE SUBUNIT METHYLTRANSFERASE; TRANSFERASE; HET: EDO, GOL, SO4; 1.95A {ESCHERICHIA COLI}",PF14314.7,0.5892,0.2994,Methyltrans_Mon ; Virus-capping methyltransferase,4B17_A,99.61,"RIBOSOMAL RNA LARGE SUBUNIT METHYLTRANSFERASE; TRANSFERASE; HET: SAM, GOL, SO4, EDO; 2.6A {ESCHERICHIA COLI}"
WP_010940344.1,DVU_RS14495,DVU3085,hypothetical,2HW4_A,0.8028,0.4916,"14 kDa phosphohistidine phosphatase (E.C.3.1.3.-); phosphohistidine, phosphatase, phpt1, human, Structural; HET: FMT; 1.9A {Homo sapiens} SCOP: d.322.1.1",PF05005.16,0.7878,0.6350,Ocnus ; Janus/Ocnus family (Ocnus),4SGB_I,24.32,SERINE PROTEINASE B COMPLEX WITH; COMPLEX(SERINE PROTEINASE-INHIBITOR); HET: SO4; 2.1A {Streptomyces griseus} SCOP: g.69.1.1
WP_011791514.1,DVU_RS14515,DVU3089,hypothetical,6RWT_A,0.5618,0.5145,"Ubiquinol-cytochrome C chaperone; Respiratory chain, Complex III, Assembly; HET: GOL; 1.42A {Brucella abortus NCTC 8038}",PF10188.10,0.4878,0.4659,Oscp1 ; Organic solute transport protein 1,1CF7_B,21.25,"TRANSCRIPTION FACTOR E2F-4 DP-2/DNA TERNARY; E2F, DP, WINGED-HELIX, DNA-BINDING DOMAIN; 2.6A {Homo sapiens} SCOP: a.4.5.17"
WP_010940349.1,DVU_RS14520,DVU3090,outer membrane protein transport protein,3PGU_A,0.8764,0.8252,"Long-chain fatty acid transport protein; outer membrane beta barrel, lipid; HET: OLA, 2PE, C8E; 1.7A {Escherichia coli K-12}",PF03349.17,0.8911,0.8586,Toluene_X ; Outer membrane protein transport protein (OMPP1/FadL/TodX),3PGU_A,100.00,"Long-chain fatty acid transport protein; outer membrane beta barrel, lipid; HET: OLA, 2PE, C8E; 1.7A {Escherichia coli K-12}"
WP_010940351.1,DVU_RS14530,DVU3092,hypothetical,3P8A_A,0.8174,0.6610,"uncharacterized protein, hypothetical protein; mainly antiparallel beta sheets, alpha; HET: PG4, BTB, MSE, GOL; 1.95A {Staphylococcus aureus}",PF13468.7,0.6273,0.7303,Glyoxalase_3 ; Glyoxalase-like domain,3P8A_A,99.41,"uncharacterized protein, hypothetical protein; mainly antiparallel beta sheets, alpha; HET: BTB, GOL, PG4, MSE; 1.95A {Staphylococcus aureus}"
WP_010940357.1,DVU_RS14555,DVU3098,hypothetical,7JZZ_K,0.2854,0.2212,"CRISPR-associated protein Csy1, Type I-F; CRISPR, HYDROLASE-RNA complex;{Pseudomonas aeruginosa}",PF01363.22,0.3517,0.3517,FYVE ; FYVE zinc finger,1FI8_D,64.44,"NATURAL KILLER CELL PROTEASE 1; complex (serine protease-inhibitor), protease substrate; 2.2A {Rattus norvegicus}"
WP_011791504.1,DVU_RS14665,DVU3117,hypothetical,3JC8_Oi,0.5323,0.5222,"PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}",PF04612.13,0.4345,0.5306,"T2SSM ; Type II secretion system (T2SS), protein M",4Q4G_X,35.50,"Peptidoglycan endopeptidase RipA (E.C.3.4.-.-); alpha-beta, cell wall hydrolase, HYDROLASE; 0.97A {Mycobacterium tuberculosis}"
WP_164561964.1,DVU_RS14790,DVU3146,hypothetical,1YLE_A,0.5802,0.4235,"Arginine N-succinyltransferase, alpha chain (E.C.2.3.1.109); Pseudomonas aeruginosa, structural genomics, Arginine; 1.7A {Pseudomonas aeruginosa} SCOP: d.108.1.8",PF04958.13,0.5751,0.4294,AstA ; Arginine N-succinyltransferase beta subunit,5F47_A,98.48,"aminoglycoside acetyltransferase meta-AAC0020; GNAT fold, GCN5-N-acetyltransferase fold, acetyltransferase; HET: TRE; 1.497A {uncultured bacterium}"
WP_010940415.1,DVU_RS14840,DVU3157,hypothetical,1LNS_A,0.5819,0.3915,"X-PROLYL DIPEPTIDYL AMINOPEPTIDASE (E.C.3.4.14.11); ALPHA BETA HYDROLASE FOLD, HYDROLASE; 2.2A {Lactococcus lactis} SCOP: c.69.1.21, b.18.1.13, a.40.2.1",PF05576.12,0.5726,0.6057,Peptidase_S37 ; PS-10 peptidase S37,1U2E_A,99.65,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase(E.C.3.7.1.-); ALPHA/BETA HYDROLASE FOLD, hydrolase; 2.1A {Escherichia coli}"
WP_010940423.1,DVU_RS14875,DVU3165,hypothetical,3MEM_A,0.6969,0.4534,"Putative signal transduction protein; Structural Genomics, Joint Center for; HET: FMT; 2.25A {Marinobacter aquaeolei}",PF07514.12,0.5574,0.4945,TraI_2 ; Putative helicase,3MEM_A,99.62,"Putative signal transduction protein; Structural Genomics, Joint Center for; HET: FMT; 2.25A {Marinobacter aquaeolei}"
WP_014524624.1,DVU_RS14910,DVU3172,hypothetical,6D04_E,0.3862,0.3421,"Transferrin receptor protein 1, Serotransferrin; malaria, Plasmodium vivax, reticulocyte, invasion; HET: NAG, CO3; 3.74A {Homo sapiens}",PF09763.10,0.3782,0.3408,Sec3_C ; Exocyst complex component Sec3,3USW_A,9.45,"Flagellar motor switch protein; motor switch protein, flagellar motor; 2.601A {Helicobacter pylori}"
WP_010940431.1,DVU_RS16725,DVU3173,hypothetical,1NVP_D,0.6876,0.4159,"TATA box binding protein, Transcription; TRANSCRIPTION REGULATION, DNA, COMPLEX, TRANSCRIPTION-DNA; 2.1A {Homo sapiens} SCOP: a.32.1.1, b.56.1.1",PF02268.17,0.6413,0.7643,"TFIIA_gamma_N ; Transcription initiation factor IIA, gamma subunit, helical domain",1G16_B,45.27,"RAS-RELATED PROTEIN SEC4; G protein Rab, SIGNALING PROTEIN; HET: MSE, GDP; 1.8A {Saccharomyces cerevisiae} SCOP: c.37.1.8"
WP_014524625.1,DVU_RS14930,DVU3177,hypothetical,6GMA_E,0.4051,0.1895,"RB1-inducible coiled-coil protein 1; autophagy, cold-shock domain, claw domain; 3.2A {Homo sapiens}",PF06952.12,0.5723,0.1581,PsiA ; PsiA protein,4E8B_A,28.84,"Ribosomal RNA small subunit methyltransferase; 16S rRNA Methyltransferase, TRANSFERASE; 2.249A {Escherichia coli}"
WP_010940662.1,DVU_RS15075,DVU4012,hypothetical,2GS4_A,0.4017,0.3283,"Protein yciF; STRESS PROTEINS, RUBRERYTHRIN, Metal Binding; 2.0A {Escherichia coli} SCOP: a.25.1.4",PF09888.10,0.4170,0.3682,DUF2115 ; Uncharacterized protein conserved in archaea (DUF2115),5WUR_B,30.37,"ECF RNA polymerase sigma factor; Sigma-anti-sigma complex, zinc binding motif; 2.6A {Bacillus subtilis subsp. subtilis str. 168}"
WP_011791439.1,DVU_RS15105,DVU3213,hypothetical,1VCS_A,0.6205,0.4950,"Vesicle transport through interaction with; SNARE, Habc domain, Vti1, up; NMR {Mus musculus} SCOP: a.47.2.1",PF01608.18,0.6543,0.3855,I_LWEQ ; I/LWEQ domain,2ZUS_A,47.60,"Lacto-N-biose phosphorylase (E.C.2.4.1.211); beta-alpha-barrel, TIM barrel, Glycosyltransferase, Transferase; 2.11A {Bifidobacterium longum}"
WP_010940477.1,DVU_RS15135,DVU3219,hypothetical,2YB4_A,0.5478,0.7189,"AMIDOHYDROLASE; ENZYME FUNCTION INITIATIVE, HYDROLASE, COG0613; HET: SO4; 2.2A {CHROMOBACTERIUM VIOLACEUM}",PF12228.9,0.3828,0.2880,DUF3604 ; Protein of unknown function (DUF3604),3O0F_A,99.82,"putative metal-dependent phosphoesterase; STRUCTURAL GENOMICS, JOINT CENTER FOR; HET: AMP; 1.94A {Bifidobacterium adolescentis}"
WP_010940480.1,DVU_RS15150,DVU3222,hypothetical,1B0Z_A,0.9389,0.9430,"PHOSPHOGLUCOSE ISOMERASE (EC: 5.3.1.9); PHOSPHOGLUCOSE ISOMERASE, AUTOCRINEFACTOR, NEUROLEUKIN, CRYSTALLOGRAPHY; 2.3A {Geobacillus stearothermophilus} SCOP: c.80.1.2",PF00342.20,0.8431,0.7649,PGI ; Phosphoglucose isomerase,1C7Q_A,100.00,PHOSPHOGLUCOSE ISOMERASE (E.C.5.3.1.9); PHOSPHOGLUCOSE ISOMERASE/AUTOCRINE MOTILITY FACTOR/ NEUROLEUKIN; HET: BE1; 2.3A {Geobacillus stearothermophilus} SCOP: c.80.1.2
WP_010940483.1,DVU_RS15165,DVU3225,hypothetical,5EY0_B,0.5286,0.3287,"GTP-sensing transcriptional pleiotropic repressor CodY; GTP-sensing, pleiotropic transcription regulator, TRANSCRIPTION; HET: ILE, GTP; 1.6A {Staphylococcus aureus (strain Mu3 / ATCC 700698)}",PF07183.12,0.5008,0.2799,DUF1403 ; Protein of unknown function (DUF1403),3MZY_A,87.61,"RNA polymerase sigma-H factor; PSI, MCSG, Structural Genomics, Midwest; 2.5A {Fusobacterium nucleatum subsp. nucleatum}"
WP_010940484.1,DVU_RS15170,DVU3226,hypothetical,6TUN_A,0.3851,0.2729,"General transcription and DNA repair; Helicase, DNA-repair, Transcription, Cell Cylcle; 2.07A {Homo sapiens}",PF03938.15,0.3775,0.3260,OmpH ; Outer membrane protein (OmpH-like),3TEQ_B,26.21,Stromal interaction molecule 1; SIGNALING PROTEIN; HET: PO4; 1.9A {Homo sapiens}
WP_010940508.1,DVU_RS15290,DVU3250,hypothetical,3HSI_B,0.6177,0.3546,"Phosphatidylserine synthase (E.C.2.7.8.8); Haemophilus influenzae, phosphatidylserine synthase, CDP-diacylglycerol--serine; HET: MSE; 2.2A {Haemophilus influenzae}",PF07894.13,0.5360,0.4730,FAM83 ; FAM83 A-H,3HSI_A,31.69,"Phosphatidylserine synthase (E.C.2.7.8.8); Haemophilus influenzae, phosphatidylserine synthase, CDP-diacylglycerol--serine; HET: MSE; 2.2A {Haemophilus influenzae}"
WP_010940510.1,DVU_RS15300,DVU3252,hypothetical,3E6Z_X,0.3269,0.3321,"Cation efflux system protein cusF; copper-binding, beta-barrel, OB-fold, metalloprotein, metal; 1.0A {Escherichia coli}",PF00169.30,0.3678,0.3198,PH ; PH domain,6R99_A,15.98,"Ceroid-lipofuscinosis neuronal protein 5; neuronal ceroid lipofiscinosis, CLN5, circularly-permuted; HET: MSE, NAG, BMA; 2.7A {Homo sapiens}"
WP_014524635.1,DVU_RS15345,NULL,hypothetical,2VT1_B,0.8224,0.5956,"SURFACE PRESENTATION OF ANTIGENS PROTEIN; SHIGELLA FLEXNERI, SPECIFICITY SWITCH, VIRULENCE; 2.0A {SHIGELLA FLEXNERI}",PF01312.20,0.7369,0.1516,Bac_export_2 ; FlhB HrpN YscU SpaS Family,2VT1_B,99.71,"SURFACE PRESENTATION OF ANTIGENS PROTEIN; SHIGELLA FLEXNERI, SPECIFICITY SWITCH, VIRULENCE; 2.0A {SHIGELLA FLEXNERI}"
WP_010940525.1,DVU_RS15380,DVU3267,hypothetical,5B3H_E,0.3524,0.2314,"Protein SCARECROW, Protein SHORT-ROOT, Zinc; Transcription factor, TRANSCRIPTION; 2.7A {Arabidopsis thaliana}",PF13093.7,0.3553,0.3037,"FTA4 ; Kinetochore complex Fta4 of Sim4 subunit, or CENP-50",6IVU_B,12.26,"Anti-sigma-I factor RsgI1, RNA polymerase; sigma factor, TRANSCRIPTION; NMR {Hungateiclostridium thermocellum ATCC 27405}"
WP_010940526.1,DVU_RS15385,DVU3268,hypothetical,6LRH_A,0.7985,0.4842,"arginine-guanidine removing enzyme; arginine dihydrolase, bifunctional enzyme, GME; HET: ARG; 2.70510472826A {Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)}",PF01916.18,0.4659,0.6100,DS ; Deoxyhypusine synthase,3C2Q_B,100.00,"Uncharacterized conserved protein; putative LOR/SDH, Structural Genomics, PSI-2; HET: IMD; 2.0A {Methanococcus maripaludis S2}"
WP_010940531.1,DVU_RS15410,DVU3273,hypothetical,2XV9_A,0.3937,0.3868,"ABA-1A1 REPEAT UNIT; LIPID BINDING PROTEIN, FATTY ACID; NMR {ASCARIS SUUM}",PF15467.7,0.4230,0.1732,SGIII ; Secretogranin-3,3DD7_A,53.57,"Death on curing protein, Prevent; all alpha, RIBOSOME INHIBITOR; HET: MSE, BR; 1.7A {Enterobacteria phage P1}"
WP_010940532.1,DVU_RS15415,DVU3274,hypothetical,3ZQB_A,0.5017,0.4045,"PROTEIN PRGI, CELL INVASION PROTEIN; CELL INVASION, TYPE III SECRETION; HET: GOL; 2.4A {SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR TYPHIMURIUM}",PF11307.9,0.4383,0.5081,DUF3109 ; Protein of unknown function (DUF3109),4L0N_E,5.59,"Serine/threonine-protein kinase 3 (E.C.2.7.11.1); Structural Genomics, Structural Genomics Consortium; 1.4A {Homo sapiens}"
WP_010940538.1,DVU_RS15440,DVU3281,hypothetical,2Z4S_A,0.5388,0.2624,"Chromosomal replication initiator protein dnaA; AAA+ ATPase, domain III (ATPase; HET: ADP; 3.0A {Thermotoga maritima}",PF09484.11,0.4980,0.1955,Cas_TM1802 ; CRISPR-associated protein TM1802 (cas_TM1802),6C62_C,30.55,"Biuret hydrolase (E.C.3.5.1.84), AtzG; AtzE  biuret hydrolase ; HET: CSO; 1.95A {Pseudomonas sp. (strain ADP)}"
WP_010940540.1,DVU_RS15450,DVU3283,hypothetical,1NKP_B,0.5050,0.4861,"Myc proto-oncogene protein/Max protein/DNA; TRANSCRIPTION, DNA, bHLHZ, oncogene, heterodimer; 1.8A {Homo sapiens} SCOP: a.38.1.1",PF07104.12,0.5031,0.3985,DUF1366 ; Protein of unknown function (DUF1366),3T38_B,88.73,Arsenate Reductase (E.C.1.-.-.-); Low molecular weight tyrosine phosphatase; HET: MSE; 2.2A {Corynebacterium glutamicum}
WP_011791395.1,DVU_RS15465,DVU3290,hypothetical,1EA0_A,0.9038,0.2380,"GLUTAMATE SYNTHASE [NADPH] LARGE CHAIN; OXIDOREDUCTASE, IRON SULPHUR FLAVOPROTEIN; HET: F3S, AKG, OMT, FMN; 3.0A {AZOSPIRILLUM BRASILENSE} SCOP: b.80.4.1, c.1.4.1, d.153.1.1",PF00310.22,0.8987,0.8017,GATase_2 ; Glutamine amidotransferases class-II,1EA0_A,100.00,"GLUTAMATE SYNTHASE [NADPH] LARGE CHAIN; OXIDOREDUCTASE, IRON SULPHUR FLAVOPROTEIN; HET: OMT, FMN, F3S, AKG; 3.0A {AZOSPIRILLUM BRASILENSE} SCOP: b.80.4.1, d.153.1.1, c.1.4.1"
WP_010940553.1,DVU_RS15495,DVU3296,hypothetical,5J4O_A,0.5404,0.4487,"Spectrin alpha chain, erythrocytic 1; erythrocyte, spectrin, helical bundle, domains; HET: EDO, PG4; 1.54A {Homo sapiens}",PF10027.10,0.7665,0.8837,DUF2269 ; Predicted integral membrane protein (DUF2269),1KQF_C,26.14,"FORMATE DEHYDROGENASE, NITRATE-INDUCIBLE, MAJOR, IRON-SULFUR; OXIDOREDUCTASE, SELENIUM, SELENOCYSTEINE, SECYS, MOLYBDENUM; HET: HEM, CDL, SF4, MGD; 1.6A {Escherichia coli} SCOP: f.21.1.1"
WP_010940557.1,DVU_RS15515,DVU3300,hypothetical,1NKP_B,0.3682,0.3872,"Myc proto-oncogene protein/Max protein/DNA; TRANSCRIPTION, DNA, bHLHZ, oncogene, heterodimer; 1.8A {Homo sapiens} SCOP: a.38.1.1",PF06305.12,0.4972,0.6567,LapA_dom ; Lipopolysaccharide assembly protein A domain,1KB9_I,44.40,"UBIQUINOL-CYTOCHROME C REDUCTASE COMPLEX CORE; oxidoreductase, ubiquinone, stigmatellin, cardiolipin, phosphatidylinositol; HET: PIE, CDL, PEF, SMA, UQ6, PCF, HEM, UMQ; 2.3A {Saccharomyces cerevisiae} SCOP: f.23.14.1"
WP_010940558.1,DVU_RS15520,DVU3301,hypothetical,4R2K_A,0.6538,0.3725,"Universal stress protein E; Universal stress protein, HUP domain; HET: SO4, EDO; 1.97A {Salmonella enterica subsp. enterica serovar Typhimurium str. LT2}",PF00582.27,0.5554,0.7339,Usp ; Universal stress protein family,5AHW_E,99.45,"UNIVERSAL STRESS PROTEIN; SIGNALING PROTEIN, RV1636 HOMOLOG, USP; HET: CMP, SO4, POG; 2.15A {MYCOBACTERIUM SMEGMATIS STR. MC2 155}"
WP_014524641.1,DVU_RS15525,NULL,hypothetical,2N64_A,0.5423,0.4697,"SH3 domain-containing kinase-binding protein 1; Signaling Protein, Adaptor Protein, Coiled-Coil; NMR {Homo sapiens}",PF18641.2,0.5215,0.2163,LidA_Long_CC ; LidA long coiled-coil domain,3K1S_E,65.67,"PTS system, cellobiose-specific IIA component; all alpha protein, spectrin repeat-like; HET: MSE, NA; 2.3A {Bacillus anthracis}"
WP_014524645.1,DVU_RS15600,DVU3320,hypothetical,2KDX_A,0.4438,0.4859,"Hydrogenase/urease nickel incorporation protein hypA; metallochaperone, hydrogenase, Metal-binding, Nickel, METAL-BINDING; HET: ZN; NMR {Helicobacter pylori}",PF11023.9,0.3907,0.4478,DUF2614 ; Zinc-ribbon containing domain,4V4N_Ag,98.05,"Preprotein translocase subunit SecE, Preprotein; archaea, archaeal, ribosomal, 50S, protein; 9.0A {Methanococcus jannaschii}"
WP_010940584.1,DVU_RS15630,DVU3328,hypothetical,4GGT_B,0.5026,0.4865,"Bradavidin 2; bradavidin, avidin, oligomeric state, streptavidin; 1.693A {Bradyrhizobium japonicum}",PF18067.2,0.4105,0.4402,Lipase_C ; Lipase C-terminal domain,6WUC_W,17.54,"Inner kinetochore subunit MCM16, Inner; kinetochore, cell cycle, chromosome segregation;{Saccharomyces cerevisiae}"
WP_010940586.1,DVU_RS15635,DVU3330,hypothetical,5KS6_A,0.4780,0.4118,"Flagellar protein FliT; Flagella, chaperones, assembly factors, CHAPERONE; NMR {Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)}",PF07371.13,0.6188,0.6345,DUF1490 ; Protein of unknown function (DUF1490),6ITH_A,76.59,"Syndecan-2; membrane protein, DPC, micelles; NMR {Homo sapiens}"
